date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:15	122820/122820	---MCZ	200	added ('OK')	text/css	etag:W/%22bce5e4b226c27e0e302239f0bac9a4ac%22	https://msrit.edu/css/bootstrap.css	/root/websites/msrit/msrit.edu/css/bootstrap.css	(from https://msrit.edu/admissions.html)
16:18:16	2141/2141	---MCZ	200	added ('OK')	text/css	etag:W/%22dbd236ee24e6b758f4e96e6a46633d45%22	https://msrit.edu/css/custom-list.css	/root/websites/msrit/msrit.edu/css/custom-list.css	(from https://msrit.edu/admissions.html)
16:18:17	2042/2042	---MCZ	200	added ('OK')	application/javascript	etag:W/%222ad52a11ce24e530395c64912f2b777b%22	https://msrit.edu/js/secondary-nav.js	/root/websites/msrit/msrit.edu/js/secondary-nav.js	(from https://msrit.edu/admissions.html)
16:18:18	13449/13449	---MCZ	200	added ('OK')	text/html	etag:W/%223086d1a9e9bdf875a707249ed7f7e429%22	https://msrit.edu/gb/chairman.html	/root/websites/msrit/msrit.edu/gb/chairman.html	(from https://msrit.edu/governance.html)
16:18:19	11349/11349	---MCZ	200	added ('OK')	text/html	etag:W/%22898f0f767bb0bb7759c4c393311977f7%22	https://msrit.edu/gb/vice-chairman.html	/root/websites/msrit/msrit.edu/gb/vice-chairman.html	(from https://msrit.edu/governance.html)
16:18:20	11222/11222	---MCZ	200	added ('OK')	text/html	etag:W/%2233710121625a49ec44d781f6848ec34f%22	https://msrit.edu/gb/secretary.html	/root/websites/msrit/msrit.edu/gb/secretary.html	(from https://msrit.edu/governance.html)
16:18:21	12919/12919	---MCZ	200	added ('OK')	text/html	etag:W/%222a54cb50e77bddf17edbefbc30d5032d%22	https://msrit.edu/gb/principal-advisor.html	/root/websites/msrit/msrit.edu/gb/principal-advisor.html	(from https://msrit.edu/governance.html)
16:18:22	13150/13150	---MCZ	200	added ('OK')	text/html	etag:W/%22e9708f33924068f63ac14d300a9c6e0b%22	https://msrit.edu/gb/ce.html	/root/websites/msrit/msrit.edu/gb/ce.html	(from https://msrit.edu/governance.html)
16:18:23	13676/13676	---MCZ	200	added ('OK')	text/html	etag:W/%22eed151824ff201737a0b0caf39f32030%22	https://msrit.edu/gb/principal.html	/root/websites/msrit/msrit.edu/gb/principal.html	(from https://msrit.edu/governance.html)
16:18:24	52707/52707	---MCZ	200	added ('OK')	text/html	etag:W/%2276346c402bd04e0c74151f6a55b20ed5%22	https://msrit.edu/gov-others.html	/root/websites/msrit/msrit.edu/gov-others.html	(from https://msrit.edu/governance.html)
16:18:25	65794/65794	---MCZ	200	added ('OK')	text/html	etag:W/%221f3734464a65171e42eda2290798ffdc%22	https://msrit.edu/support/sports.html	/root/websites/msrit/msrit.edu/support/sports.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:26	32473/32473	---MCZ	200	added ('OK')	text/html	etag:W/%223b43712f8b03161d084352be57a19bd8%22	https://msrit.edu/support/nss.html	/root/websites/msrit/msrit.edu/support/nss.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:27	78921/78921	---MCZ	200	added ('OK')	text/html	etag:W/%227e2092e534f45af195b91df008af6268%22	https://msrit.edu/support/deca.html	/root/websites/msrit/msrit.edu/support/deca.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:28	48282/48282	---MCZ	200	added ('OK')	text/html	etag:W/%22fdbe0ee3d01b1f8413e4f2227cc5e49e%22	https://msrit.edu/support/edc.html	/root/websites/msrit/msrit.edu/support/edc.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:29	19135/19135	---MCZ	200	added ('OK')	text/html	etag:W/%22e2b69fcde892f77f4bc7a66a9ad1e31a%22	https://msrit.edu/support/cocurricular.html	/root/websites/msrit/msrit.edu/support/cocurricular.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:30	17083/17083	---MCZ	200	added ('OK')	text/html	etag:W/%222343f093a0ac4f72f34198ebb7ca1ac6%22	https://msrit.edu/support/alumni.html	/root/websites/msrit/msrit.edu/support/alumni.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:31	16824/16824	---MCZ	200	added ('OK')	text/html	etag:W/%22a34ab533d6d9e27a78c101c30047674b%22	https://msrit.edu/support/apple_training.html	/root/websites/msrit/msrit.edu/support/apple_training.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:32	16251/16251	---MCZ	200	added ('OK')	text/html	etag:W/%22d08acb0d80d9390c8d113b2bd5f9dab9%22	https://msrit.edu/support/TEQIP.html	/root/websites/msrit/msrit.edu/support/TEQIP.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:33	102048/102048	---MCZ	200	added ('OK')	text/html	etag:W/%22ede038255bb1f95a22170333cfd0e315%22	https://msrit.edu/support/mandatory-committees.html	/root/websites/msrit/msrit.edu/support/mandatory-committees.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:34	46667/46667	---MCZ	200	added ('OK')	text/html	etag:W/%225330a37829b7a2daa52db9640fee7f3e%22	https://msrit.edu/support/spdc.html	/root/websites/msrit/msrit.edu/support/spdc.html	(from https://msrit.edu/support/proctorial-system.html)
16:18:34	517/517	---M--	200	added ('OK')	image/png	etag:%220f5a607171332e0cc9229fa74989a1a9%22	https://msrit.edu/img/star.png	/root/websites/msrit/msrit.edu/img/star.png	(from https://msrit.edu/gb/chairman.html)
